chrom	gene	longExonStart	longExonEnd	shortExonStart	shortExonEnd	strand
chr1	SLC50A1	155136298	155136376	155136298	155136396	+
chr1	SLC50A1	155136298	155136376	155136298	155136396	+
chr1	TRIM46	155173786	155174029	155173786	155174039	+
chr1	MTX1	155210345	155210415	155210345	155210435	+
chr1	HCN3	155287780	155288707	155287780	155289007	+
chr1	FDPS	155308747	155308965	155308747	155309076	+
chr1	FDPS	155308747	155308965	155308747	155309076	+
chr1	RUSC1	155323936	155324364	155323936	155324544	+
chr1	RUSC1	155323936	155324544	155323936	155324587	+
chr1	RUSC1	155324518	155324809	155324518	155324943	+
chr1	MSTO1	155613656	155613733	155613656	155613766	+
chr1	DAP3	155689082	155689174	155689082	155689243	+
chr1	LMNA	156134402	156134523	156134402	156134528	+
chr1	LMNA	156137653	156138607	156137653	156138757	+
chr1	LMNA	156135860	156136436	156135860	156136549	+
chr1	LMNA	156114710	156114791	156114710	156114911	+
chr1	LMNA	156126735	156126915	156126735	156126949	+
chr1	TMEM79	156285183	156285267	156285183	156285983	+
chr1	BCAN	156642113	156642271	156642113	156642275	+
chr1	RRNAD1	156734008	156734052	156734008	156734493	+
chr1	PRCC	156767534	156767583	156767534	156768239	+
chr1	AL357143.1	157182859	157183014	157182859	157183252	+
chr1	KIRREL1	157993272	157993728	157993272	157993732	+
chr1	CD1D	158180818	158181050	158180818	158181162	+
chr1	CD1E	158355826	158355940	158355826	158356105	+
chr1	CD1E	158355826	158356001	158355826	158356105	+
chr1	CD1E	158355826	158355940	158355826	158356001	+
chr1	MNDA	158847727	158847889	158847727	158847916	+
chr1	CADM3	159193869	159193902	159193869	159194040	+
chr1	DUSP23	159780931	159780993	159780931	159781000	+
chr1	ATP1A4	160167277	160167412	160167277	160167429	+
chr1	ATP1A4	160176478	160176562	160176478	160176602	+
chr1	PEA15	160211542	160211650	160211542	160211716	+
chr1	NCSTN	160343661	160343802	160343661	160343888	+
chr1	AL121985.1	160683598	160683695	160683598	160683785	+
chr1	SLAMF7	160749820	160750093	160749820	160750132	+
chr1	NIT1	161118085	161118178	161118085	161118209	+
chr1	NIT1	161118085	161118178	161118085	161118551	+
chr1	NIT1	161118116	161118239	161118116	161118551	+
chr1	NIT1	161118085	161118178	161118085	161118225	+
chr1	NIT1	161118113	161118209	161118113	161118225	+
chr1	NIT1	161118085	161118178	161118085	161118239	+
chr1	NIT1	161118085	161118178	161118085	161118239	+
chr1	NIT1	161118113	161118209	161118113	161118239	+
chr1	NIT1	161118117	161118225	161118117	161118239	+
chr1	UFC1	161153925	161154070	161153925	161154120	+
chr1	USP21	161163877	161163922	161163877	161163981	+
chr1	PPOX	161166409	161166611	161166409	161166672	+
chr1	NDUFS2	161212587	161212654	161212587	161213182	+
chr1	NDUFS2	161213863	161213921	161213863	161214032	+
chr1	NDUFS2	161213863	161214020	161213863	161214032	+
chr1	NDUFS2	161213863	161213946	161213863	161214032	+
chr1	NDUFS2	161213863	161213921	161213863	161214020	+
chr1	NDUFS2	161213863	161213946	161213863	161214020	+
chr1	NDUFS2	161213863	161213921	161213863	161213946	+
chr1	NDUFS2	161213863	161213921	161213863	161214053	+
chr1	NDUFS2	161213863	161214032	161213863	161214053	+
chr1	NDUFS2	161213863	161214020	161213863	161214053	+
chr1	NDUFS2	161213863	161213946	161213863	161214053	+
chr1	FCGR2A	161506332	161506591	161506332	161506707	+
chr1	FCRLA	161710288	161710863	161710288	161710912	+
chr1	RGS4	163069251	163069408	163069251	163069528	+
chr1	NUF2	163321889	163322066	163321889	163322212	+
chr1	NUF2	163321889	163322066	163321889	163322212	+
chr1	AL356441.1	165598355	165598622	165598355	165598684	+
chr1	POGK	166839446	166839604	166839446	166839769	+
chr1	BLZF1	169367969	169368342	169367969	169368362	+
chr1	FMO1	171248470	171248614	171248470	171248623	+
chr1	FMO1	171281977	171282065	171281977	171282333	+
chr1	FMO1	171281977	171282333	171281977	171283216	+
chr1	PRRC2C	171514535	171514630	171514535	171514645	+
chr1	PRRC2C	171584418	171584526	171584418	171584541	+
chr1	PRRC2C	171591151	171591200	171591151	171591204	+
chr1	EEF1AKNMT	171781659	171781795	171781659	171782120	+
chr1	SUCO	172588759	172588924	172588759	172589926	+
chr1	RABGAP1L	174219124	174219184	174219124	174219295	+
chr1	RABGAP1L	174700412	174700746	174700412	174700865	+
chr1	RABGAP1L	174701019	174701122	174701019	174701145	+
chr1	CACYBP	175004613	175004814	175004613	175004833	+
chr1	TEX35	178514026	178514077	178514026	178514185	+
chr1	TEX35	178513108	178513227	178513108	178513251	+
chr1	AXDND1	179365719	179365981	179365719	179366000	+
chr1	AXDND1	179365719	179365981	179365719	179366000	+
chr1	AXDND1	179365719	179366000	179365719	179366126	+
chr1	AXDND1	179365725	179365981	179365725	179366126	+
chr1	AXDND1	179365719	179366000	179365719	179366011	+
chr1	AXDND1	179365719	179366000	179365719	179366126	+
chr1	AXDND1	179365725	179365981	179365725	179366126	+
chr1	TOR1AIP1	179882041	179882977	179882041	179882992	+
chr1	LHX4	180248284	180248456	180248284	180248469	+
chr1	OVAAL	180562203	180562266	180562203	180562344	+
chr1	OVAAL	180562203	180562344	180562203	180562349	+
chr1	OVAAL	180562203	180562266	180562203	180562349	+
chr1	RGSL1	182460623	182460734	182460623	182460756	+
chr1	NPL	182806144	182806232	182806144	182806531	+
chr1	SMG7	183542075	183542364	183542075	183542502	+
chr1	TSEN15	184072156	184072298	184072156	184072310	+
chr1	TSEN15	184072050	184072194	184072050	184072310	+
chr1	TSEN15	184072050	184072194	184072050	184072298	+
chr1	RO60	193069015	193069181	193069015	193069634	+
chr1	RO60	193084578	193084657	193084578	193084698	+
chr1	CRB1	197442165	197442292	197442165	197442534	+
chr1	C1ORF53	197902629	197902850	197902629	197902913	+
chr1	NEK7	198156993	198157096	198156993	198157276	+
chr1	PTPRC	198639161	198639334	198639161	198639341	+
chr1	AC104461.1	200473908	200474182	200473908	200474186	+
chr1	AC104461.1	200473908	200474100	200473908	200474186	+
chr1	AC104461.1	200473908	200474100	200473908	200474182	+
chr1	INAVA	200891047	200891402	200891047	200891701	+
chr1	MROH3P	200928231	200928417	200928231	200928421	+
chr1	MROH3P	200937179	200937331	200937179	200937334	+
chr1	MROH3P	200958828	200958987	200958828	200959038	+
chr1	AL358473.1	201023948	201024076	201023948	201024085	+
chr1	ELF3	202007944	202010706	202007944	202011299	+
chr1	ELF3	202007944	202011293	202007944	202011299	+
chr1	ELF3	202010586	202010706	202010586	202010820	+
chr1	PTPRVP	202168050	202168107	202168050	202168511	+
chr1	PTPRVP	202176820	202177301	202176820	202177333	+
chr1	LINC01353	203287988	203288250	203287988	203288306	+
chr1	LAX1	203765176	203765383	203765176	203765654	+
chr1	ZC3H11A	203795622	203795775	203795622	203795794	+
chr1	ZC3H11A	203796292	203796496	203796292	203796601	+
chr1	ZC3H11A	203795622	203795775	203795622	203795794	+
chr1	ZC3H11A	203796292	203796496	203796292	203796607	+
chr1	ZC3H11A	203796292	203796601	203796292	203796607	+
chr1	ERLNC1	204141403	204141792	204141403	204142016	+
chr1	ERLNC1	204141403	204141792	204141403	204142260	+
chr1	ERLNC1	204141403	204142016	204141403	204142260	+
chr1	CNTN2	205073655	205073841	205073655	205073912	+
chr1	CNTN2	205071946	205073236	205071946	205073564	+
chr1	CDK18	205522428	205523625	205522428	205523715	+
chr1	CDK18	205504595	205504796	205504595	205504878	+
chr1	AC119673.2	205858142	205858293	205858142	205858320	+
chr1	AC119673.2	205858142	205858289	205858142	205858320	+
chr1	AC119673.2	205858142	205858293	205858142	205858320	+
chr1	AC119673.2	205858142	205858289	205858142	205858293	+
chr1	SRGAP2	206203344	206203482	206203344	206203650	+
chr1	SRGAP2	206342845	206342900	206342845	206343008	+
chr1	RASSF5	206584386	206584684	206584386	206585295	+
chr1	DYRK3	206635535	206635780	206635535	206635835	+
chr1	DYRK3	206635773	206635835	206635773	206636224	+
chr1	IL19	206770763	206770830	206770763	206771078	+
chr1	CD46	207752053	207752097	207752053	207752309	+
chr1	LINC01717	208728664	208728729	208728664	208728734	+
chr1	LINC01717	208728664	208728729	208728664	208728932	+
chr1	LINC01717	208728687	208728734	208728687	208728932	+
chr1	MIR205HG	209428816	209428882	209428816	209429088	+
chr1	MIR205HG	209430424	209430476	209430424	209430500	+
chr1	MIR205HG	209428819	209430500	209428819	209431825	+
chr1	MIR205HG	209428817	209429408	209428817	209431825	+
chr1	MIR205HG	209428819	209430476	209428819	209431825	+
chr1	MIR205HG	209430424	209430476	209430424	209430500	+
chr1	CAMK1G	209583713	209583772	209583713	209583932	+
chr1	TRAF3IP3	209759981	209760324	209759981	209760384	+
chr1	SYT14	210100011	210100190	210100011	210100461	+
chr1	RCOR3	211312719	211312835	211312719	211312961	+
chr1	LINC00467	211422538	211422639	211422538	211422700	+
chr1	LINC00467	211422538	211422670	211422538	211422700	+
chr1	LINC00467	211396766	211396831	211396766	211396841	+
chr1	LINC00467	211422538	211422639	211422538	211422670	+
chr1	LINC00467	211382735	211382925	211382735	211382975	+
chr1	LINC01693	211639439	211639889	211639439	211640189	+
chr1	LINC01693	211639439	211640189	211639439	211640360	+
chr1	LINC01693	211639632	211639889	211639632	211640360	+
chr1	AC096637.2	211685565	211685792	211685565	211685806	+
chr1	KCNK2	215082736	215083307	215082736	215083431	+
chr1	MTARC1	220797761	220798014	220797761	220798065	+
chr1	TAF1A-AS1	222589824	222589962	222589824	222590407	+
chr1	DISP1	222942806	222942970	222942806	222943332	+
chr1	DISP1	222815021	222815078	222815021	222815171	+
chr1	DISP1	222815021	222815078	222815021	222815171	+
chr1	AC138393.1	223995894	223996001	223995894	223996094	+
chr1	DNAH14	224967430	224967514	224967430	224967583	+
chr1	DNAH14	225051450	225051684	225051450	225051795	+
chr1	DNAH14	225367804	225367876	225367804	225368032	+
chr1	DNAH14	225250655	225250703	225250655	225250707	+
chr1	EPHX1	225810091	225810169	225810091	225810615	+
chr1	H3-3A	226062713	226062811	226062713	226062948	+
chr1	H3-3A	226065655	226065809	226065655	226065817	+
chr1	H3-3A	226063465	226063596	226063465	226063681	+
chr1	LINC01703	226083589	226083641	226083589	226083968	+
chr1	PSEN2	226891742	226891844	226891742	226891849	+
chr1	ARF1	228082659	228082765	228082659	228082850	+
chr1	ARF1	228083136	228083309	228083136	228083374	+
chr1	ARF1	228083136	228083352	228083136	228083374	+
chr1	ARF1	228083149	228083309	228083149	228083352	+
chr1	GUK1	228148090	228148456	228148090	228148539	+
chr1	GUK1	228145453	228145624	228145453	228145649	+
chr1	GUK1	228141122	228141507	228141122	228141829	+
chr1	OBSCN	228374584	228374748	228374584	228374752	+
chr1	OBSCN	228356150	228356193	228356150	228356344	+
chr1	LINC01736	230005957	230006024	230005957	230006098	+
chr1	AL118511.1	230874541	230874715	230874541	230875155	+
chr1	ARV1	230979093	230979256	230979093	230979279	+
chr1	TRIM67	231201357	231201511	231201357	231201517	+
chr1	GNPAT	231260506	231260653	231260506	231260683	+
chr1	DISC1	232008784	232008983	232008784	232009049	+
chr1	TBCE	235414432	235414469	235414432	235414618	+
chr1	TBCE	235419078	235419515	235419078	235419561	+
chr1	TBCE	235432945	235433098	235432945	235433171	+
chr1	AL357556.3	235328958	235329183	235328958	235330500	+
chr1	AL357556.3	235328958	235330500	235328958	235330602	+
chr1	TBCE	235367101	235367504	235367101	235367552	+
chr1	TBCE	235438768	235438922	235438768	235438988	+
chr1	TBCE	235438768	235438926	235438768	235438988	+
chr1	TBCE	235438768	235438922	235438768	235438926	+
chr1	TBCE	235442851	235442911	235442851	235442961	+
chr1	MTR	236838413	236838518	236838413	236838599	+
chr1	CHRM3	239632223	239632276	239632223	239632286	+
chr1	CHRM3	239545640	239545749	239545640	239545753	+
chr1	AL365184.1	240763333	240763659	240763333	240763862	+
chr1	AL365184.1	240768151	240768231	240768151	240768304	+
chr1	AL359764.2	241436324	241436503	241436324	241436522	+
chr1	AL359764.2	241424232	241424549	241424232	241424714	+
chr1	EXO1	241848203	241848272	241848203	241848353	+
chr1	EXO1	241853357	241853472	241853357	241853481	+
chr1	CNST	246566443	246566663	246566443	246566789	+
chr1	LINC01341	246780383	246780509	246780383	246780583	+
chr1	LINC01341	246790445	246790846	246790445	246791195	+
chr1	NLRP3	247423846	247425599	247423846	247425770	+
chr1	AL390860.1	247639629	247640429	247639629	247640433	+
chr1	AL627309.1	120774	120932	120720	120932	-
chr1	AL627309.5	168099	168165	167958	168165	-
chr1	AL732372.2	502861	502955	502464	502955	-
chr1	AL732372.2	498072	498305	498046	498305	-
chr1	AL732372.2	517184	517266	517155	517266	-
chr1	FAM41C	875039	875155	874111	875155	-
chr1	HES4	999865	1000172	999691	1000172	-
chr1	C1ORF159	1084352	1084506	1083914	1084506	-
chr1	TNFRSF18	1204054	1204236	1204033	1204236	-
chr1	UBE2J2	1267861	1267992	1267732	1267992	-
chr1	UBE2J2	1273665	1273864	1273498	1273864	-
chr1	UBE2J2	1273665	1273864	1273376	1273864	-
chr1	UBE2J2	1273498	1273844	1273376	1273844	-
chr1	UBE2J2	1267861	1267992	1267732	1267992	-
chr1	UBE2J2	1262268	1262390	1262169	1262390	-
chr1	UBE2J2	1273376	1273844	1272852	1273844	-
chr1	INTS11	1323180	1323287	1322891	1323287	-
chr1	INTS11	1323180	1323287	1323146	1323287	-
chr1	INTS11	1323180	1323287	1322891	1323287	-
chr1	INTS11	1323146	1323287	1322891	1323287	-
chr1	DVL1	1339361	1339649	1339286	1339649	-
chr1	AURKAIP1	1375153	1375495	1375074	1375495	-
chr1	AURKAIP1	1375153	1375495	1374996	1375495	-
chr1	AURKAIP1	1375074	1375173	1374996	1375173	-
chr1	CCNL2	1392789	1392803	1392678	1392803	-
chr1	CCNL2	1399018	1399335	1398987	1399335	-
chr1	ANKRD65	1420815	1421260	1420796	1421260	-
chr1	LINC01770	1434187	1434573	1434177	1434573	-
chr1	CDK11B	1642385	1642508	1642346	1642508	-
chr1	CDK11A	1707524	1707599	1707408	1707599	-
chr1	CDK11A	1719357	1719455	1719327	1719455	-
chr1	CDK11A	1722707	1722832	1722587	1722832	-
chr1	CDK11A	1709517	1709640	1709478	1709640	-
chr1	CDK11A	1723948	1724274	1723799	1724274	-
chr1	CDK11A	1724257	1724357	1723948	1724357	-
chr1	NADK	1756778	1756882	1756738	1756882	-
chr1	FAAP20	2203563	2203882	2203435	2203882	-
chr1	FAAP20	2201049	2201225	2198753	2201225	-
chr1	FAAP20	2192844	2192975	2192646	2192975	-
chr1	PEX10	2408455	2408858	2408451	2408858	-
chr1	PEX10	2410370	2410451	2410260	2410451	-
chr1	TNFRSF14-AS1	2555680	2556696	2554723	2556696	-
chr1	MMEL1	2592720	2592879	2592654	2592879	-
chr1	PRDM16-DT	3061106	3064055	3060500	3064055	-
chr1	TP73-AS1	3745606	3747373	3745380	3747373	-
chr1	TP73-AS1	3746527	3747023	3746436	3747023	-
chr1	TP73-AS1	3743300	3743371	3743279	3743371	-
chr1	CEP104	3837291	3839119	3837287	3839119	-
chr1	CEP104	3829265	3829373	3829132	3829373	-
chr1	CHD5	6130203	6130328	6130147	6130328	-
chr1	TNFRSF25	6463071	6463147	6463064	6463147	-
chr1	TNFRSF25	6463071	6464719	6462862	6464719	-
chr1	PLEKHG5	6485835	6485954	6485801	6485954	-
chr1	PLEKHG5	6485809	6485952	6485801	6485952	-
chr1	PLEKHG5	6491636	6491696	6491586	6491696	-
chr1	PLEKHG5	6485835	6485954	6485809	6485954	-
chr1	LZIC	9943348	9943407	9943248	9943407	-
chr1	DFFA	10463057	10463209	10462987	10463209	-
chr1	C1ORF127	10949701	10949814	10949623	10949814	-
chr1	SRM	11058799	11058892	11058709	11058892	-
chr1	MAD2L2	11676847	11676948	11676808	11676948	-
chr1	MTHFR	11803798	11804532	11803404	11804532	-
chr1	MTHFR	11805887	11806455	11805346	11806455	-
chr1	CASP9	15518249	15518395	15518109	15518395	-
chr1	HSPB7	16017088	16018043	16017073	16018043	-
chr1	ATP13A2	17004706	17004821	17004691	17004821	-
chr1	ATP13A2	17004706	17004821	17004691	17004821	-
chr1	SDHB	17028653	17028736	17028599	17028736	-
chr1	EMC1	19244905	19245030	19244738	19245030	-
chr1	KIF17	20717475	20718017	20717348	20718017	-
chr1	HP1BP3	20780349	20780541	20780344	20780541	-
chr1	HP1BP3	20786252	20786666	20786185	20786666	-
chr1	HP1BP3	20786648	20786652	20786252	20786652	-
chr1	HP1BP3	20786513	20786652	20786252	20786652	-
chr1	HP1BP3	20786252	20786666	20786185	20786666	-
chr1	RAP1GAP	21603834	21603912	21603657	21603912	-
chr1	USP48	21736445	21736625	21736429	21736625	-
chr1	LINC01635	22025059	22025492	22024805	22025492	-
chr1	ASAP3	23433157	23433272	23433076	23433272	-
chr1	ASAP3	23484035	23484192	23484004	23484192	-
chr1	ASAP3	23433424	23433532	23433361	23433532	-
chr1	ASAP3	23435850	23436028	23435722	23436028	-
chr1	ELOA-AS1	23772271	23772426	23772267	23772426	-
chr1	GALE	23800386	23800523	23800307	23800523	-
chr1	RCAN3AS	24502372	24502382	24502347	24502382	-
chr1	RSRP1	25337977	25338165	25337039	25338165	-
chr1	RSRP1	25338068	25338213	25337039	25338213	-
chr1	RSRP1	25245149	25245301	25244176	25245301	-
chr1	RSRP1	25244453	25245301	25244176	25245301	-
chr1	RSRP1	25338068	25338213	25337977	25338213	-
chr1	AL020996.1	25819711	25819772	25819643	25819772	-
chr1	AL020996.1	25818402	25818424	25818222	25818424	-
chr1	CRYBG2	26354045	26354785	26354035	26354785	-
chr1	ZNF683	26372668	26372775	26372463	26372775	-
chr1	ZNF683	26372668	26372775	26372534	26372775	-
chr1	AHDC1	27604109	27604151	27604105	27604151	-
chr1	IFI6	27669244	27669346	27669220	27669346	-
chr1	IFI6	27669232	27669346	27669220	27669346	-
chr1	IFI6	27669244	27669346	27669232	27669346	-
chr1	RPA2	27914433	27914588	27914421	27914588	-
chr1	SNHG12	28579941	28581229	28579911	28581229	-
chr1	SNHG12	28580559	28581871	28580424	28581871	-
chr1	SNHG12	28581110	28581229	28581093	28581229	-
chr1	SNHG12	28582089	28582986	28581589	28582986	-
chr1	TAF12	28642991	28643085	28642654	28643085	-
chr1	PUM1	31059298	31059577	31059203	31059577	-
chr1	PUM1	31065688	31065991	31065615	31065991	-
chr1	PUM1	30950132	30950261	30950126	30950261	-
chr1	PUM1	30941997	30942123	30941921	30942123	-
chr1	SPOCD1	31796592	31796715	31796589	31796715	-
chr1	SPOCD1	31815347	31815375	31813950	31815375	-
chr1	SPOCD1	31815960	31816051	31815743	31816051	-
chr1	PTP4A2	31937777	31937818	31937754	31937818	-
chr1	MTMR9LP	32239890	32240790	32239868	32240790	-
chr1	ZBTB8OS	32634767	32634792	32634701	32634792	-
chr1	ZBTB8OS	32650432	32650903	32650428	32650903	-
chr1	ZBTB8OS	32650432	32650903	32650401	32650903	-
chr1	PHC2	33334184	33334292	33334089	33334292	-
chr1	PHC2	33354840	33355253	33354837	33355253	-
chr1	SMIM12	34859676	34859755	34859651	34859755	-
chr1	SMIM12	34859676	34859749	34859454	34859749	-
chr1	SMIM12	34859651	34859755	34859454	34859755	-
chr1	ZMYM6	35031630	35031741	35031525	35031741	-
chr1	KIAA0319L	35557361	35557403	35557206	35557403	-
chr1	KIAA0319L	35557206	35557405	35557047	35557405	-
chr1	KIAA0319L	35557361	35557405	35557047	35557405	-
chr1	KIAA0319L	35554899	35554987	35554788	35554987	-
chr1	COL8A2	36100194	36100258	36100049	36100258	-
chr1	TRAPPC3	36149336	36149514	36149259	36149514	-
chr1	TRAPPC3	36149336	36149514	36149091	36149514	-
chr1	TRAPPC3	36149259	36149497	36149091	36149497	-
chr1	STK40	36367851	36368084	36367847	36368084	-
chr1	SNIP1	37554191	37554293	37554005	37554293	-
chr1	RSPO1	37629888	37629949	37629567	37629949	-
chr1	C1ORF109	37689657	37689886	37689605	37689886	-
chr1	C1ORF109	37690333	37690520	37690215	37690520	-
chr1	C1ORF109	37690333	37690520	37690001	37690520	-
chr1	C1ORF109	37690215	37690520	37690001	37690520	-
chr1	C1ORF109	37690215	37690520	37690001	37690520	-
chr1	EPHA10	37718377	37718486	37718375	37718486	-
chr1	EPHA10	37719507	37719607	37719413	37719607	-
chr1	INPP5B	37931912	37932053	37931672	37932053	-
chr1	FHL3	38005438	38005606	38005356	38005606	-
chr1	PPIEL	39529054	39529164	39529015	39529164	-
chr1	PPIEL	39529054	39529164	39529015	39529164	-
chr1	PPIEL	39548861	39548951	39547578	39548951	-
chr1	PPIEL	39523561	39523697	39523557	39523697	-
chr1	PABPC4	39561727	39562010	39561684	39562010	-
chr1	PABPC4	39564700	39565001	39564685	39565001	-
chr1	PABPC4	39564470	39564542	39564422	39564542	-
