chrom	gene	exonStart	exonEnd	strand
chr16	PMFBP1	72119096	72120089	-
chr16	LINC01572	72521007	72522623	-
chr16	AC009053.1	74352039	74352378	-
chr16	CLEC18B	74412153	74412246	-
chr16	LINC01227	80567554	80568113	-
chr16	ARLNC1	80829789	80830757	-
chr16	ARLNC1	80829790	80830757	-
chr16	ARLNC1	80829791	80830757	-
chr16	ARLNC1	80829792	80830757	-
chr16	HSDL1	84129985	84130431	-
chr16	TAF1C	84181745	84182058	-
chr16	AC009123.1	84194388	84195156	-
chr16	LINC00917	86337360	86338661	-
chr16	LINC00917	86337360	86338661	-
chr16	LINC00917	86337360	86338661	-
chr16	AC010531.4	87291683	87292438	-
chr16	PIEZO1	88715932	88716119	-
chr16	CHMP1A	89647034	89647331	-
chr16	CHMP1A	89656632	89657708	-
chr16	SPATA2L	89696356	89698305	-
chr17	SLC43A2	1616561	1616769	-
chr17	MYBBP1A	4538901	4539967	-
chr17	PELP1	4671690	4673145	-
chr17	SPAG7	4959225	4959916	-
chr17	ZNF232	5108925	5109868	-
chr17	ZNF232	5108925	5109868	-
chr17	DERL2	5481100	5481389	-
chr17	SLC16A11	7041995	7042763	-
chr17	SLC16A11	7043311	7044092	-
chr17	SLC16A11	7041620	7042763	-
chr17	CLEC10A	7074794	7075885	-
chr17	PHF23	7235929	7236767	-
chr17	CTDNEP1	7243590	7244245	-
chr17	GPS2	7312660	7313124	-
chr17	TP53	7676381	7676622	-
chr17	PER1	8144055	8144993	-
chr17	CTC1	8230293	8230468	-
chr17	KRBA2	8371308	8372081	-
chr17	MYH2	10549374	10549623	-
chr17	COX10-AS1	14033551	14034416	-
chr17	TEKT3	15331006	15331614	-
chr17	CDRT1	15613614	15614033	-
chr17	TRIM16	15683035	15684299	-
chr17	TRIM16	15627965	15629198	-
chr17	ZSWIM7	15976559	15978163	-
chr17	ZSWIM7	15977578	15977913	-
chr17	ZSWIM7	15977726	15978163	-
chr17	ZSWIM7	15977732	15978163	-
chr17	CENPV	16348615	16349333	-
chr17	KRT16P6	16818800	16819162	-
chr17	TBC1D27P	16929520	16930408	-
chr17	SREBF1	17817547	17817916	-
chr17	FLII	18244835	18245419	-
chr17	FLII	18245229	18245419	-
chr17	FLII	18256908	18257276	-
chr17	TBC1D28	18641631	18641998	-
chr17	B9D1	19343056	19343857	-
chr17	ULK2	19770829	19776407	-
chr17	KRT16P3	20501512	20501970	-
chr17	KRT16P3	20502064	20502713	-
chr17	NOS2	27780766	27780906	-
chr17	LYRM9	27878357	27880366	-
chr17	UNC119	28546707	28547849	-
chr17	PIGS	28570851	28571188	-
chr17	SEZ6	28956718	28956757	-
chr17	MYO18A	29118030	29118189	-
chr17	TEFM	30898985	30900562	-
chr17	SLFN13	35444614	35445693	-
chr17	SLFN13	35444614	35445693	-
chr17	GAS2L2	35750076	35750318	-
chr17	GAS2L2	35750076	35750318	-
chr17	DDX52	37609738	37614353	-
chr17	CWC25	38810275	38810595	-
chr17	PLXDC1	39079103	39079528	-
chr17	MED1	39404284	39410721	-
chr17	KRT13	41505055	41505597	-
chr17	KRT13	41505055	41505612	-
chr17	KRT42P	41626789	41627762	-
chr17	DNAJC7	41987818	41988896	-
chr17	DNAJC7	41987818	41988896	-
chr17	STAT3	42329409	42329647	-
chr17	RAMP2-AS1	42760425	42760711	-
chr17	VAT1	43014606	43016144	-
chr17	AC060780.1	43166979	43167849	-
chr17	MEOX1	43661065	43661922	-
chr17	ASB16-AS1	44181622	44183093	-
chr17	ASB16-AS1	44181622	44183093	-
chr17	GFAP	44915025	44915500	-
chr17	GFAP	44910091	44910658	-
chr17	GFAP	44904441	44905149	-
chr17	OSBPL7	47807372	47808399	-
chr17	OSBPL7	47816106	47816482	-
chr17	SCRN2	47837691	47838450	-
chr17	MKS1	58206464	58207218	-
chr17	SEPTIN4	58520742	58521160	-
chr17	SEPTIN4	58520742	58521160	-
chr17	SEPTIN4	58521735	58522101	-
chr17	AC025048.2	60134755	60135693	-
chr17	AC025048.2	60134755	60135713	-
chr17	STRADA	63741453	63741796	-
chr17	CCDC47	63756239	63756350	-
chr17	CSH2	63872011	63872741	-
chr17	ICAM2	64005106	64005373	-
chr17	DDX5	64502161	64502549	-
chr17	DDX5	64506754	64507562	-
chr17	PLEKHM1P1	64821766	64822393	-
chr17	AMZ2P1	64972753	64973517	-
chr17	ABCA8	68921381	68921492	-
chr17	ABCA8	68929048	68929234	-
chr17	ABCA10	69153304	69154009	-
chr17	NAT9	74771959	74772277	-
chr17	NAT9	74771959	74772277	-
chr17	NAT9	74771959	74772277	-
chr17	FDXR	74863895	74864347	-
chr17	GGA3	75240341	75241057	-
chr17	SLC25A19	75288387	75288591	-
chr17	UNC13D	75827224	75828086	-
chr17	FBF1	75913912	75914298	-
chr17	RHBDF2	76487711	76488132	-
chr17	RHBDF2	76487711	76488132	-
chr17	SRSF2	76734114	76736464	-
chr17	TMC6	78120176	78121164	-
chr17	SCAT1	78630031	78630430	-
chr17	CANT1	78996991	78997963	-
chr17	AATK	81120200	81120984	-
chr17	CEP131	81189596	81189975	-
chr17	AC110285.1	81385128	81385407	-
chr17	AC110285.1	81385128	81385464	-
chr17	ACTG1	81512231	81512781	-
chr17	MCRIP1	81822360	81823311	-
chr17	PCYT2	81908875	81909321	-
chr17	PYCR1	81936747	81937257	-
chr17	PYCR1	81932383	81933376	-
chr17	PYCR1	81936747	81937300	-
chr17	DUS1L	82058340	82058818	-
chr17	DUS1L	82058340	82058818	-
chr17	DPH1	2041767	2043898	+
chr17	DPH1	2041767	2043898	+
chr17	DPH1	2041767	2043898	+
chr17	SGSM2	2362837	2363134	+
chr17	PLD2	4818001	4818385	+
chr17	MINK1	4890221	4890735	+
chr17	RNF167	4940486	4940993	+
chr17	RNF167	4940486	4940993	+
chr17	RNF167	4940486	4940993	+
chr17	XAF1	6759255	6759718	+
chr17	ELP5	7258587	7259940	+
chr17	EIF5A	7311349	7311651	+
chr17	TNFSF13	7560723	7561601	+
chr17	SENP3	7571372	7571969	+
chr17	EIF4A1	7577568	7578244	+
chr17	EIF4A1	7577826	7578244	+
chr17	EIF4A1	7577826	7578244	+
chr17	EIF4A1	7577826	7578244	+
chr17	SHBG	7630151	7630507	+
chr17	WRAP53	7688476	7689079	+
chr17	DNAH2	7770556	7770933	+
chr17	DNAH2	7786123	7786687	+
chr17	CNTROB	7948486	7949137	+
chr17	PFAS	8256266	8256648	+
chr17	RANGRF	8289257	8290092	+
chr17	NDEL1	8443926	8444357	+
chr17	ARHGAP44	12955866	12955980	+
chr17	ZNF286A	15700047	15700366	+
chr17	TBC1D26	15734703	15735070	+
chr17	SNHG29	16441073	16442018	+
chr17	SNHG29	16441073	16442018	+
chr17	SNHG29	16439326	16440253	+
chr17	SNHG29	16439326	16440253	+
chr17	SNHG29	16439326	16440253	+
chr17	SNHG29	16439326	16440253	+
chr17	SNHG29	16439326	16440253	+
chr17	SNHG29	16439036	16439414	+
chr17	SNHG29	16439326	16439703	+
chr17	SNHG29	16439326	16439703	+
chr17	SNHG29	16439326	16439703	+
chr17	SNHG29	16439326	16439703	+
chr17	SNHG29	16439580	16440253	+
chr17	SNHG29	16439037	16440253	+
chr17	SNHG29	16441073	16441502	+
chr17	DRC3	17973664	17973962	+
chr17	DRG2	18099632	18100435	+
chr17	DRG2	18099632	18100435	+
chr17	KRT17P5	18420332	18421016	+
chr17	KRT17P5	18422180	18423064	+
chr17	KRT17P5	18422180	18423064	+
chr17	KRT16P1	18441694	18442343	+
chr17	FBXW10	18749721	18750137	+
chr17	EPN2	19281954	19283714	+
chr17	ALDH3A2	19648750	19649124	+
chr17	ALDH3A2	19648750	19649124	+
chr17	ALDH3A2	19648780	19649124	+
chr17	CDRT15L2	20580148	20580911	+
chr17	NLK	28194581	28196381	+
chr17	PPY2P	28247443	28247950	+
chr17	SLC13A2	28490306	28490590	+
chr17	SLC13A2	28493570	28494105	+
chr17	NEK8	28737305	28737736	+
chr17	NEK8	28737305	28737736	+
chr17	ANKRD13B	29613353	29614761	+
chr17	SUZ12P1	30768833	30769064	+
chr17	TMEM98	32931326	32931659	+
chr17	TMEM132E	34626126	34627057	+
chr17	TAF15	35844476	35845038	+
chr17	TAF15	35844476	35845038	+
chr17	CCL4L2	36211775	36212878	+
chr17	CCL4L2	36211775	36212878	+
chr17	CCL4L2	36211775	36212878	+
chr17	CCL4L2	36211775	36212878	+
chr17	CCL4L2	36211775	36212878	+
chr17	CCL4L2	36211775	36212878	+
chr17	ARHGAP23	38477578	38477896	+
chr17	CASC3	40163480	40164166	+
chr17	NKIRAS2	42022398	42022640	+
chr17	NKIRAS2	42022398	42022640	+
chr17	COASY	42562147	42563322	+
chr17	COASY	42562150	42562487	+
chr17	COASY	42562150	42562487	+
chr17	NBR2	43138656	43140283	+
chr17	TMEM106A	43213020	43213252	+
chr17	TMUB2	44188934	44189299	+
chr17	TMUB2	44189021	44189299	+
chr17	TMUB2	44188934	44189588	+
chr17	GRN	44345264	44345605	+
chr17	GRN	44345301	44345605	+
chr17	DBF4B	44750594	44752264	+
chr17	ACBD4	45135686	45136232	+
chr17	FMNL1	45241846	45242146	+
chr17	FMNL1	45246209	45246604	+
chr17	MAP3K14-AS1	45267112	45267490	+
chr17	GOSR2	46923171	46923632	+
chr17	NPEPPS	47619008	47619784	+
chr17	NPEPPS	47619008	47619784	+
chr17	NPEPPS	47586364	47587344	+
chr17	NPEPPS	47585499	47586398	+
chr17	NPEPPS	47619277	47619784	+
chr17	NPEPPS	47619277	47619784	+
chr17	NPEPPS	47619277	47619784	+
chr17	LRRC46	47834424	47835399	+
chr17	PNPO	47944615	47945612	+
chr17	PNPO	47944615	47945612	+
chr17	CDK5RAP3	47981436	47981772	+
chr17	CDK5RAP3	47971121	47971407	+
chr17	CDK5RAP3	47971121	47971407	+
chr17	CDK5RAP3	47981436	47981768	+
chr17	NFE2L1	48050606	48051628	+
chr17	THRA1/BTR	48294346	48294515	+
chr17	FLJ40194	49252853	49253133	+
chr17	FLJ40194	49252245	49252918	+
chr17	ITGA3	50075458	50075735	+
chr17	AC015909.1	50214100	50214775	+
chr17	AC015909.1	50214100	50214775	+
chr17	AC015909.1	50214100	50214775	+
chr17	AC015909.1	50214100	50214775	+
chr17	EME1	50375184	50375983	+
chr17	EPN3	50536420	50537118	+
chr17	SPATA20	50549984	50550312	+
chr17	SPATA20	50549984	50550312	+
chr17	CACNA1G	50626016	50626766	+
chr17	ABCC3	50677743	50678219	+
chr17	AKAP1	57120249	57121342	+
chr17	RPS6KB1	59936214	59936541	+
chr17	KCNH6	63535668	63536068	+
chr17	BPTF	67893369	67893725	+
chr17	AMZ2	68248042	68248705	+
chr17	RPL38	74203703	74203958	+
chr17	RAB37	74745007	74747334	+
chr17	RAB37	74745305	74747335	+
chr17	RAB37	74745007	74747335	+
chr17	RAB37	74745305	74747334	+
chr17	NUP85	75234636	75235201	+
chr17	MYO15B	75590906	75591246	+
chr17	MYO15B	75620466	75621176	+
chr17	SAP30BP	75705610	75706092	+
chr17	ITGB4	75757199	75757818	+
chr17	PRCD	76543802	76544370	+
chr17	SNHG16	76557969	76558600	+
chr17	SNHG16	76558373	76559043	+
chr17	SNHG16	76557777	76559043	+
chr17	SNHG20	77088748	77089271	+
chr17	SNHG20	77088748	77089271	+
chr17	SEC14L1	77213917	77216802	+
chr17	SEC14L1	77213917	77217101	+
chr17	ENDOV	80429772	80430343	+
chr17	ENDOV	80415452	80415821	+
chr17	ENDOV	80415468	80415821	+
chr17	HGS	81696606	81696747	+
chr17	HGS	81700466	81700600	+
chr17	HGS	81701243	81701929	+
chr17	GCGR	81811403	81811810	+
chr17	GCGR	81812806	81813057	+
chr17	SLC16A3	82235982	82236231	+
chr17	HEXD	82440996	82441266	+
chr17	HEXD	82440996	82441266	+
chr17	HEXD	82440996	82441266	+
chr17	HEXD	82439630	82440334	+
chr18	LINC00667	5238080	5241889	+
chr18	LINC00667	5238080	5241889	+
chr18	LINC00667	5240647	5241889	+
chr18	LINC00667	5240647	5241889	+
chr18	LINC00667	5240647	5241889	+
chr18	LINC00667	5240647	5241889	+
chr18	CEP192	13057584	13059312	+
chr18	IMPACT	24450778	24453531	+
chr18	LINC01915	24694255	24694999	+
chr18	LINC01915	24694255	24694999	+
chr18	LINC01915	24694255	24694999	+
chr18	AQP4-AS1	26933615	26935904	+
chr18	LINC01902	39870829	39876450	+
chr18	LINC01902	39870829	39876450	+
chr18	LINC01902	39870829	39875941	+
chr18	LINC01630	51561180	51564479	+
chr18	LINC01630	51561180	51564479	+
chr18	LINC01919	53577418	53578121	+
chr18	ZNF532	58864876	58865385	+
chr18	LINC01924	64158862	64159294	+
chr18	SALL3	78992073	78994905	+
chr18	SALL3	78992073	78995462	+
chr18	MYOM1	3134649	3134824	-
chr18	MYOM1	3149144	3149201	-
chr18	EPB41L3	5398020	5401043	-
chr18	RPRD1A	35989823	35993300	-
chr18	RPRD1A	36025598	36027075	-
chr18	MIR924HG	39206916	39208789	-
chr18	SYT4	43273579	43274394	-
chr18	AC090376.1	45149916	45150266	-
chr18	RPL17	49491531	49491833	-
chr18	RPL17	49491531	49491833	-
chr18	TCF4	55227848	55228361	-
chr18	LINC00305	64148774	64149074	-
chr18	LINC00305	64148774	64149088	-
chr18	MBP	77016831	77017065	-
chr18	MBP	77016831	77017065	-
chr19	WASH5P	65821	66499	-
chr19	PLPPR3	814433	814749	-
chr19	PLPPR3	814433	814749	-
chr19	PLPPR3	821484	821955	-
chr19	MED16	867962	868499	-
chr19	MED16	867962	868499	-
chr19	TMEM259	1011366	1011612	-
chr19	CBARP	1228286	1231275	-
chr19	TCF3	1609289	1611849	-
chr19	TCF3	1609291	1611849	-
chr19	TCF3	1619110	1619474	-
chr19	TCF3	1615284	1615821	-
chr19	TCF3	1615284	1615821	-
chr19	KLF16	1852398	1854760	-
chr19	MKNK2	2037464	2039856	-
chr19	PLEKHJ1	2233153	2234061	-
chr19	PLEKHJ1	2235761	2235990	-
chr19	LSM7	2328386	2328586	-
chr19	MFSD12	3544198	3544732	-
chr19	CACTIN	3610644	3612413	-
chr19	LONP1	5719703	5720146	-
chr19	SLC25A41	6426036	6426561	-
chr19	SH2D3A	6754051	6754425	-
chr19	ADGRE4P	6981079	6981770	-
chr19	CD209	7747305	7747511	-
chr19	ADAMTS10	8585131	8585660	-
chr19	ZNF266	9418761	9419299	-
chr19	ZGLP1	10308184	10308550	-
chr19	RAVER1	10320654	10320951	-
chr19	RAVER1	10320654	10320951	-
chr19	ICAM3	10335065	10335976	-
chr19	ICAM3	10338681	10339245	-
chr19	ICAM3	10338681	10339245	-
chr19	CDC37	10395227	10395543	-
chr19	CDC37	10395227	10395696	-
chr19	AP1M2	10583605	10584070	-
chr19	TMEM205	11345519	11346268	-
chr19	ECSIT	11507701	11508048	-
chr19	ECSIT	11507701	11508048	-
chr19	ACP5	11577592	11578194	-
chr19	RTBDN	12834784	12835415	-
chr19	STX10	13144061	13144671	-
chr19	STX10	13144061	13144671	-
chr19	DNAJB1	14514781	14517046	-
chr19	SLC1A6	14976760	14977777	-
chr19	AKAP8L	15403474	15403715	-
chr19	AKAP8L	15403474	15403715	-
chr19	RASAL3	15451623	15452815	-
chr19	RASAL3	15452044	15452815	-
chr19	PGLYRP2	15468644	15469929	-
chr19	SMIM7	16646147	16647261	-
chr19	USHBP1	17258211	17258701	-
chr19	USHBP1	17262551	17264150	-
chr19	IQCN	18264923	18267526	-
chr19	ISYNA1	18437598	18437988	-
chr19	ISYNA1	18437859	18438162	-
chr19	COMP	18790849	18791305	-
chr19	SUGP2	18994365	18995280	-
chr19	SUGP2	19024618	19026226	-
chr19	SUGP2	19004167	19004646	-
chr19	ZNF506	19791561	19792484	-
chr19	ZNF208	21986727	21987311	-
chr19	LINC01859	23023345	23024353	-
chr19	LINC01859	23023345	23024278	-
chr19	LINC00662	27792999	27793899	-
chr19	LINC00662	27792999	27794003	-
chr19	LINC01837	31886625	31886978	-
chr19	LINC01837	31910173	31910613	-
chr19	LINC01837	31966703	31967633	-
chr19	LINC01837	31966703	31967633	-
chr19	SLC7A9	32859840	32860650	-
chr19	AC008555.4	34860173	34860715	-
chr19	LINC00904	34902201	34903083	-
chr19	LGI4	35126269	35127017	-
chr19	DMKN	35510183	35510427	-
chr19	DMKN	35499957	35500580	-
chr19	DMKN	35500377	35500580	-
chr19	DMKN	35510183	35510510	-
chr19	U2AF1L4	35743154	35743345	-
chr19	U2AF1L4	35743154	35743345	-
chr19	LINC01529	35789406	35789928	-
chr19	LINC01529	35791016	35791852	-
chr19	LINC01529	35791016	35791852	-
chr19	LINC00665	36324923	36327225	-
chr19	AC016590.1	37266813	37267611	-
chr19	RASGRP4	38409057	38410096	-
chr19	RASGRP4	38411114	38411381	-
chr19	MAP4K1	38607863	38608033	-
chr19	LGALS4	38812430	38812945	-
chr19	HNRNPL	38840095	38840559	-
chr19	CCER2	38908979	38909325	-
chr19	GMFG	39328358	39329073	-
chr19	RPS16	39433521	39433761	-
chr19	RPS16	39433222	39433569	-
chr19	DYRK1B	39826671	39826987	-
chr19	FBL	39834457	39834813	-
chr19	FBL	39840616	39840787	-
chr19	CCNP	40222207	40223303	-
chr19	C19ORF47	40321062	40322376	-
chr19	PRX	40393767	40398816	-
chr19	BLVRB	40458173	40458545	-
chr19	COQ8B	40705095	40705447	-
chr19	COQ8B	40705095	40705447	-
chr19	COQ8B	40705095	40705447	-
chr19	COQ8B	40705095	40705447	-
chr19	COQ8B	40716586	40716882	-
chr19	PCAT19	41456360	41457149	-
chr19	PCAT19	41454168	41456487	-
chr19	PCAT19	41454168	41456487	-
chr19	PCAT19	41454168	41456487	-
chr19	ATP1A3	41966581	41967340	-
chr19	GSK3A	42230189	42230867	-
chr19	GSK3A	42242182	42242602	-
chr19	KCNN4	43766532	43767707	-
chr19	KCNN4	43774191	43774619	-
chr19	EML2	45638504	45638873	-
chr19	IGFL2-AS1	46189028	46190414	-
chr19	IGFL2-AS1	46189028	46190414	-
chr19	PRKD2	46716130	46717114	-
chr19	KPTN	47483934	47484219	-
chr19	CCDC114	48296461	48297668	-
chr19	RPL18	48615330	48615946	-
chr19	FUT1	48752489	48753122	-
chr19	FUT1	48752611	48753122	-
chr19	CGB7	49057120	49058057	-
chr19	CGB7	49057120	49058057	-
chr19	IRF3	49664673	49665857	-
chr19	IRF3	49664673	49665857	-
chr19	NUP62	49927693	49929504	-
chr19	NUP62	49927693	49929504	-
chr19	KCNC3	50311936	50316091	-
chr19	KLK12	51029093	51029457	-
chr19	KLK12	51029129	51029457	-
chr19	NKG7	51371939	51372202	-
chr19	ZNF577	51886820	51887951	-
chr19	ZNF577	51886820	51887936	-
chr19	ZNF649	51899797	51900294	-
chr19	ZNF528-AS1	52396609	52397267	-
chr19	ZNF160	53091412	53091720	-
chr19	ZNF160	53091412	53091720	-
chr19	ZNF160	53091412	53091720	-
chr19	OSCAR	54094669	54096153	-
chr19	HSPBP1	55279398	55279856	-
chr19	FAM71E2	55360692	55360905	-
chr19	ZSCAN5B	56192668	56193179	-
chr19	ZNF154	57697366	57701145	-
chr19	CHMP2A	58551565	58551967	-
chr19	FSTL3	681332	681771	+
chr19	PTBP1	804291	804702	+
chr19	PTBP1	804291	804702	+
chr19	ABCA7	1056906	1057429	+
chr19	ARHGAP45	1080254	1080547	+
chr19	GPX4	1105365	1105510	+
chr19	ATP5F1D	1244314	1244825	+
chr19	CIRBP	1271980	1273172	+
chr19	CIRBP	1271139	1271467	+
chr19	CIRBP	1271139	1271632	+
chr19	CIRBP	1271139	1271632	+
chr19	CIRBP	1271980	1274810	+
chr19	CIRBP	1271980	1274810	+
chr19	CIRBP	1271139	1271365	+
chr19	CIRBP	1271980	1274440	+
chr19	CIRBP	1274306	1274810	+
chr19	CIRBP	1274306	1274810	+
chr19	NDUFS7	1393241	1395584	+
chr19	RPS15	1440018	1440494	+
chr19	CSNK1G2	1978304	1978511	+
chr19	IZUMO4	2097251	2097495	+
chr19	OAZ1	2271384	2271530	+
chr19	GADD45B	2476355	2476630	+
chr19	NCLN	3207628	3209575	+
chr19	HMG20B	3572978	3573347	+
chr19	NMRK2	3938602	3938759	+
chr19	MIR7-3HG	4769132	4769351	+
chr19	MIR7-3HG	4769132	4769351	+
chr19	MIR7-3HG	4769132	4769351	+
chr19	MIR7-3HG	4769629	4770449	+
chr19	CRB3	6466465	6467221	+
chr19	ARHGEF18	7470125	7472477	+
chr19	ANGPTL4	8373704	8374370	+
chr19	HNRNPM	8465323	8465515	+
chr19	ZNF561-AS1	9626783	9627806	+
chr19	PIN1	9849089	9849682	+
chr19	PIN1	9849089	9849682	+
chr19	SHFL	10089110	10089378	+
chr19	SHFL	10089306	10089695	+
chr19	PDE4A	10461525	10461999	+
chr19	ATG4D	10544782	10545130	+
chr19	ATG4D	10551896	10552121	+
chr19	ILF3	10683916	10685765	+
chr19	ILF3	10683916	10685765	+
chr19	QTRT1	10712160	10712628	+
chr19	PRKCSH	11436040	11436505	+
chr19	GCDH	12891159	12891395	+
chr19	CCDC130	13758867	13759272	+
chr19	CYP4F12	15696160	15696512	+
chr19	CYP4F12	15683492	15684882	+
chr19	UCA1	15834501	15836327	+
chr19	UCA1	15828950	15829338	+
chr19	UCA1	15828957	15829338	+
chr19	UCA1	15834501	15835417	+
chr19	UCA1	15835217	15836240	+
chr19	UCA1	15834501	15835416	+
chr19	UCA1	15834501	15835416	+
chr19	UCA1	15834501	15835419	+
chr19	UCA1	15834501	15835419	+
chr19	UCA1	15834501	15835280	+
chr19	LINC00905	16034479	16035012	+
chr19	TPM4	16095263	16095893	+
chr19	HSH2D	16152551	16153208	+
chr19	HSH2D	16152551	16153208	+
chr19	MYO9B	17211650	17213284	+
chr19	OCEL1	17228802	17229215	+
chr19	OCEL1	17228802	17229215	+
chr19	BABAM1	17268793	17269091	+
chr19	GTPBP3	17338953	17339266	+
chr19	BISPR	17413096	17413305	+
chr19	BISPR	17405740	17406296	+
chr19	MVB12A	17424930	17425332	+
chr19	SLC27A1	17486562	17487335	+
chr19	SLC27A1	17486562	17487335	+
chr19	RPL18A	17861292	17861472	+
chr19	ARRDC2	18008169	18008584	+
chr19	UBA52	18574869	18575241	+
chr19	UBA52	18574869	18575241	+
chr19	ZNF714	21116806	21125094	+
chr19	GOLGA2P9	22601359	22602038	+
chr19	AC092279.1	24065462	24066750	+
chr19	AC006504.5	27805604	27806185	+
chr19	AC006504.5	27805927	27806782	+
chr19	AC006504.5	27805604	27806782	+
chr19	AC006504.5	27805604	27806782	+
chr19	AC079466.1	28610981	28612154	+
chr19	LINC00906	28967804	28969042	+
chr19	LINC00906	28970200	28970670	+
chr19	LINC01532	29012510	29013108	+
chr19	LINC01791	31167512	31167833	+
chr19	LINC01533	32039492	32040570	+
chr19	TDRD12	32826097	32826357	+
chr19	GARRE1	34299678	34300968	+
chr19	SCN1B	35039634	35040449	+
chr19	HPN	35041721	35042522	+
chr19	FXYD3	35122764	35122954	+
chr19	FXYD1	35142719	35143035	+
chr19	FXYD1	35142719	35143050	+
chr19	FXYD7	35151253	35151482	+
chr19	USF2	35269445	35269699	+
chr19	USF2	35278697	35279074	+
chr19	USF2	35278697	35279074	+
chr19	LINC01531	35406584	35409151	+
chr19	LINC01766	35600640	35601499	+
chr19	LINC01766	35600640	35601501	+
chr19	HAUS5	35619612	35620123	+
chr19	ETV2	35642433	35642698	+
chr19	LIN37	35753086	35754157	+
chr19	LIN37	35753086	35754157	+
chr19	PROSER3	35766767	35768065	+
chr19	PROSER3	35766767	35768065	+
chr19	ARHGAP33	35787167	35788822	+
chr19	ZNF568	36949511	36952741	+
chr19	LINC01535	37262541	37265532	+
chr19	CATSPERG	38362375	38362832	+
chr19	FAM98C	38403337	38403694	+
chr19	ACP7	39100579	39100853	+
chr19	SAMD4B	39380586	39380785	+
chr19	SELENOV	39518607	39518632	+
chr19	PLD3	40365552	40365930	+
chr19	SPTBN4	40549188	40549413	+
chr19	EGLN2	40807808	40808432	+
chr19	HNRNPUL1	41264371	41264798	+
chr19	TMEM91	41382771	41384083	+
chr19	TMEM91	41382771	41384083	+
chr19	TMEM91	41382771	41384083	+
chr19	TMEM91	41382771	41384083	+
chr19	TMEM91	41382771	41384083	+
chr19	DMRTC2	41850311	41850700	+
chr19	CD79A	41878989	41879653	+
chr19	CD79A	41878989	41879653	+
chr19	PRR19	42309578	42310813	+
chr19	TMEM145	42323582	42325064	+
chr19	ZNF226	44165587	44165807	+
chr19	BCAM	44819581	44820822	+
chr19	APOC1P1	44926803	44927033	+
chr19	FKRP	46748514	46748884	+
chr19	SELENOW	47780724	47780749	+
chr19	ZSWIM9	48194652	48197620	+
chr19	BAX	48955686	48955833	+
chr19	BAX	48960809	48961798	+
chr19	TRPM4	49211163	49211834	+
chr19	CPT1C	49713419	49713731	+
chr19	AP2A1	49799967	49800150	+
chr19	MYH14	50210362	50210770	+
chr19	MYH14	50286481	50286694	+
chr19	NR1H2	50376472	50376826	+
chr19	KLK3	50858028	50858315	+
chr19	KLK3	50858028	50858315	+
chr19	KLK3	50858028	50858315	+
chr19	PRPF31	54129056	54129370	+
chr19	CNOT3	54153714	54155680	+
chr19	CNOT3	54153714	54155681	+
chr19	TSEN34	54193174	54194536	+
chr19	RPS9	54206552	54207647	+
chr19	RPS9	54206275	54206724	+
chr19	KIR3DX1	54532691	54533078	+
chr19	FCAR	54888006	54889067	+
chr19	NLRP2	54969998	54970295	+
chr19	EPS8L1	55083377	55083644	+
chr19	ZNF582-AS1	56398276	56399168	+
chr19	ZNF667-AS1	56494162	56495439	+
chr19	ZNF667-AS1	56494162	56495437	+
chr19	AC006115.2	56789927	56791307	+
chr19	ZNF264	57191500	57191946	+
chr19	AURKC	57233459	57233608	+
chr19	ZNF135	58066740	58069405	+
chr19	A1BG-AS1	58353713	58355183	+
chr19	ZNF446	58480175	58481224	+
chr20	TMC2	2613193	2614020	+
chr20	SMOX	4182088	4182848	+
chr20	PLCB1	8962195	8963010	+
chr20	BTBD3	11917777	11918601	+
chr20	KIZ	21244244	21246622	+
chr20	LINC01727	21615382	21615888	+
chr20	LINC01727	21615382	21615888	+
chr20	LINC01727	21615382	21615888	+
chr20	AL118508.1	23180410	23180793	+
chr20	AL118508.1	23186399	23187640	+
chr20	AL118508.1	23186399	23187640	+
chr20	AL118508.1	23180153	23180528	+
chr20	AL118508.1	23180153	23180528	+
chr20	AL118508.1	23180167	23180528	+
chr20	BPIFB4	33082937	33083874	+
chr20	MAP1LC3A	34559735	34560345	+
chr20	MYH7B	35001244	35001526	+
chr20	MYH7B	35001947	35002437	+
chr20	MYH7B	35001947	35002437	+
chr20	ROMO1	35699450	35699763	+
chr20	SNHG11	38450261	38450921	+
chr20	SNHG11	38450335	38450921	+
chr20	SNHG11	38447465	38448730	+
chr20	SNHG11	38447465	38448730	+
chr20	SNHG11	38450335	38450920	+
chr20	SNHG11	38448661	38450447	+
chr20	SNHG11	38448661	38450447	+
chr20	SNHG11	38447465	38450447	+
chr20	LINC01370	40007902	40008459	+
chr20	L3MBTL1	43530283	43530889	+
chr20	L3MBTL1	43536096	43536458	+
chr20	L3MBTL1	43540752	43541189	+
chr20	L3MBTL1	43536100	43536458	+
chr20	PIGT	45418771	45419395	+
chr20	WFDC2	45479438	45480094	+
chr20	SNX21	45840638	45842881	+
chr20	CTSA	45897716	45898109	+
chr20	CTSA	45896964	45898109	+
chr20	CTSA	45896964	45898109	+
chr20	LINC00494	48365872	48367162	+
chr20	LINC00494	48366473	48367059	+
chr20	LINC01273	50172922	50173592	+
chr20	LINC01270	50311804	50312430	+
chr20	LINC01270	50311804	50312430	+
chr20	STX16	58651271	58652087	+
chr20	STX16	58651282	58652138	+
chr20	NELFCD	58994641	58995133	+
