chrom	gene	exon1Start	exon1End	exon2Start	exon2End	strand
chr1	AC239809.3	148225075	148225289	148226734	148226798	-
chr1	AC239809.3	148225075	148225289	148226100	148226253	-
chr1	NBPF14	148535452	148535504	148551152	148551261	-
chr1	NBPF14	148571681	148571733	148573229	148573338	-
chr1	NBPF9	149082276	149082430	149090204	149090428	-
chr1	NBPF9	149058924	149059097	149062092	149062265	-
chr1	ANP32E	150230570	150230693	150231776	150231926	-
chr1	ANP32E	150229071	150229237	150230570	150230693	-
chr1	APH1A	150267715	150267789	150267956	150267991	-
chr1	HORMAD1	150711544	150711571	150711832	150711853	-
chr1	SEMA6C	151138008	151138105	151138315	151138406	-
chr1	PI4KB	151324744	151324917	151326171	151326373	-
chr1	PI4KB	151315572	151316509	151326171	151326373	-
chr1	PI4KB	151315572	151315672	151326171	151326373	-
chr1	SELENBP1	151369003	151369189	151369441	151369554	-
chr1	GATAD2B	153886423	153886521	153914673	153914740	-
chr1	TPM3	154171412	154171488	154172028	154172104	-
chr1	TPM3	154158897	154159048	154169304	154169383	-
chr1	MUC1	155188007	155188063	155188162	155188212	-
chr1	MUC1	155188007	155188054	155188162	155188212	-
chr1	MUC1	155187721	155187858	155188007	155188063	-
chr1	MUC1	155187454	155187576	155187721	155187858	-
chr1	MUC1	155187454	155187544	155187721	155187858	-
chr1	MUC1	155187454	155187544	155188162	155188285	-
chr1	MUC1	155187454	155187544	155188162	155188231	-
chr1	THBS3	155203512	155203539	155204854	155204957	-
chr1	GBAP1	155217518	155217593	155217704	155217846	-
chr1	YY1AP1	155680415	155680456	155688070	155688201	-
chr1	SSR2	156011809	156011887	156018269	156018368	-
chr1	CCT3	156337078	156337240	156337676	156337789	-
chr1	MIR9-1HG	156413412	156413497	156414055	156414298	-
chr1	MIR9-1HG	156407841	156407975	156414055	156414298	-
chr1	MIR9-1HG	156407841	156407975	156413412	156413497	-
chr1	MIR9-1HG	156453130	156453252	156454642	156454795	-
chr1	MEF2D	156480642	156480777	156480833	156480971	-
chr1	FCRL1	157797758	157797820	157797867	157797939	-
chr1	LINC01704	158132573	158132656	158133114	158133193	-
chr1	SNHG28	159838364	159838451	159840710	159840866	-
chr1	SNHG28	159838364	159838451	159840710	159840881	-
chr1	SNHG28	159838364	159838451	159840710	159840779	-
chr1	SNHG28	159838364	159838451	159840768	159840866	-
chr1	IGSF9	159931137	159931261	159931452	159931603	-
chr1	AL139011.2	160263264	160263462	160278130	160278191	-
chr1	COPA	160298844	160298991	160299101	160299264	-
chr1	GPR161	168114455	168114549	168134905	168135036	-
chr1	SELP	169611491	169611677	169612216	169612402	-
chr1	SELE	169727738	169727927	169728057	169728246	-
chr1	AL136114.1	177489598	177489649	177556485	177556556	-
chr1	AL136114.1	177399471	177399567	177556485	177556556	-
chr1	AL136114.1	177399471	177399567	177489598	177489649	-
chr1	LINC01350	185565473	185565696	185568863	185568895	-
chr1	LINC01350	185568863	185568895	185622726	185622839	-
chr1	LINC01350	185565473	185565696	185622726	185622839	-
chr1	LINC01350	185585668	185585783	185622726	185622839	-
chr1	LINC01350	185568863	185568895	185585668	185585783	-
chr1	LINC01350	185565473	185565696	185585668	185585783	-
chr1	LINC01350	185568863	185568895	185622726	185622839	-
chr1	LINC01350	185621460	185621586	185622726	185622839	-
chr1	AL390957.1	192569246	192569304	192589025	192589151	-
chr1	AL353709.1	195754505	195754542	195759333	195759458	-
chr1	AL353709.1	195754505	195754542	195758745	195758810	-
chr1	KCNT2	196317173	196317269	196326716	196326889	-
chr1	KCNT2	196343055	196343105	196373139	196373248	-
chr1	KCNT2	196317173	196317269	196319483	196319555	-
chr1	TNNT2	201369815	201369845	201372026	201372041	-
chr1	KDM5B	202774612	202774735	202777016	202777094	-
chr1	KLHDC8A	205344133	205344458	205348375	205348590	-
chr1	KLHDC8A	205343228	205343793	205348375	205348590	-
chr1	LEMD1	205384287	205384364	205419229	205419352	-
chr1	CTSE	206012307	206012406	206012507	206012649	-
chr1	AC092810.2	209159483	209159562	209161714	209161841	-
chr1	AC092810.2	209151404	209151505	209211755	209211886	-
chr1	AC092810.2	209153505	209153750	209161714	209161841	-
chr1	AC092810.2	209153664	209153750	209161714	209161841	-
chr1	AC092810.2	209153571	209153750	209161714	209161841	-
chr1	AC092810.2	209151404	209151505	209161714	209161841	-
chr1	PROX1-AS1	213915934	213916099	213966070	213966284	-
chr1	PROX1-AS1	213921472	213921580	213965303	213965481	-
chr1	PROX1-AS1	213915934	213916099	213965303	213965481	-
chr1	PROX1-AS1	213901294	213901409	213965303	213965481	-
chr1	PROX1-AS1	213915934	213916099	213966070	213966258	-
chr1	PROX1-AS1	213843482	213843568	213876637	213876806	-
chr1	PROX1-AS1	213839737	213839797	213876637	213876806	-
chr1	PROX1-AS1	213915934	213916099	213921472	213921580	-
chr1	PROX1-AS1	213901294	213901409	213921472	213921580	-
chr1	PROX1-AS1	213840680	213840829	213842059	213842240	-
chr1	PROX1-AS1	213839737	213839797	213843482	213843568	-
chr1	PROX1-AS1	213842059	213842240	213843482	213843568	-
chr1	PROX1-AS1	213840680	213840829	213843482	213843568	-
chr1	PROX1-AS1	213895393	213895518	213915934	213916099	-
chr1	PROX1-AS1	213895426	213895518	213915934	213916099	-
chr1	PROX1-AS1	213835852	213836054	213837292	213837295	-
chr1	PROX1-AS1	213901294	213901409	213915934	213916099	-
chr1	PROX1-AS1	213839737	213839797	213840507	213840600	-
chr1	ESRRG	216715073	216715249	216865060	216865178	-
chr1	ESRRG	216865060	216865178	216939581	216939673	-
chr1	ESRRG	216707358	216707486	216714515	216714634	-
chr1	ESRRG	216707358	216707486	216715073	216715249	-
chr1	ESRRG	216714515	216714634	216715073	216715249	-
chr1	LYPLAL1-DT	219149938	219150031	219156119	219156199	-
chr1	TAF1A	222579758	222579872	222584127	222584297	-
chr1	TLR5	223137177	223137263	223141647	223141763	-
chr1	LINC02765	225450478	225450678	225462393	225462493	-
chr1	LINC02765	225450478	225450678	225461540	225461729	-
chr1	ENAH	225531045	225531057	225535506	225535563	-
chr1	CDC42BPA	227059372	227059389	227069776	227069853	-
chr1	CDC42BPA	227051880	227051985	227059372	227059411	-
chr1	MRPL55	228108436	228108474	228108954	228109021	-
chr1	MRPL55	228108440	228108508	228108954	228109021	-
chr1	MRPL55	228108436	228108474	228108954	228109021	-
chr1	TTC13	230936157	230936264	230939385	230939496	-
chr1	EGLN1	231367568	231367636	231370561	231370698	-
chr1	AL445524.1	231524282	231524376	231524425	231524547	-
chr1	RGS7	240800640	240800721	240801454	240801508	-
chr1	AHCTF1	246842693	246842776	246843794	246843928	-
chr2	SH3YL1	243502	243562	244626	244738	-
chr2	SH3YL1	242797	242871	243502	243562	-
chr2	AC079779.3	312956	313157	313873	313884	-
chr2	AC079779.3	312956	313157	313873	313892	-
chr2	AC079779.3	312956	313157	313873	313884	-
chr2	MYT1L	1922285	1923263	1942981	1943334	-
chr2	MYT1L	1942981	1943334	1979164	1979227	-
chr2	EIPR1	3274338	3274419	3318856	3318958	-
chr2	LINC01304	3959563	3960556	3968178	3968288	-
chr2	LINC01304	3959915	3960556	3968178	3968288	-
chr2	LINC01304	3961769	3961894	3968178	3968288	-
chr2	LINC01304	3961769	3961803	3968178	3968288	-
chr2	MIR7515HG	6625028	6625145	6626136	6626238	-
chr2	MIR7515HG	6625028	6625127	6626136	6626238	-
chr2	MIR7515HG	6625028	6625145	6626136	6626238	-
chr2	MIR7515HG	6618543	6618689	6626136	6626238	-
chr2	MIR7515HG	6618543	6618689	6625028	6625145	-
chr2	MIR7515HG	6634594	6634733	6634799	6634872	-
chr2	MIR7515HG	6647535	6647721	6649210	6649263	-
chr2	MIR7515HG	6635575	6635640	6638090	6638153	-
chr2	MIR7515HG	6639050	6639273	6647535	6647721	-
chr2	MIR7515HG	6638966	6639277	6647535	6647721	-
chr2	MIR7515HG	6639050	6639277	6647535	6647721	-
chr2	MIR7515HG	6633668	6633969	6634799	6634870	-
chr2	MIR7515HG	6634594	6634733	6634799	6634911	-
chr2	MIR7515HG	6639113	6639277	6647535	6647721	-
chr2	MIR7515HG	6639050	6639273	6647535	6647721	-
chr2	MIR7515HG	6639050	6639277	6647535	6647721	-
chr2	MIR7515HG	6647535	6647721	6649210	6649381	-
chr2	NRIR	6832478	6832568	6833313	6833430	-
chr2	LINC00299	8037022	8037151	8060347	8060405	-
chr2	MBOAT2	8862270	8862322	8862589	8862722	-
chr2	MBOAT2	8958496	8958642	8974358	8974435	-
chr2	ITGB1BP1	9414177	9414256	9418625	9418732	-
chr2	ITGB1BP1	9418625	9418732	9419989	9420100	-
chr2	AC064875.1	12972531	12972586	12981036	12981118	-
chr2	HS1BP3	20640972	20641180	20645339	20645505	-
chr2	LDAH	20790254	20790398	20801291	20801465	-
chr2	LDAH	20790254	20790398	20801309	20801465	-
chr2	DTNB	25383835	25383889	25387288	25387378	-
chr2	DTNB	25596085	25596240	25607235	25607321	-
chr2	KIF3C	25934032	25934156	25938234	25938348	-
chr2	SLC5A6	27208393	27208448	27208613	27208686	-
chr2	MPV17	27312993	27313109	27317077	27317234	-
chr2	MPV17	27312993	27313074	27317077	27317234	-
chr2	MPV17	27312993	27313154	27317077	27317234	-
chr2	GTF3C2	27350313	27350632	27356086	27356186	-
chr2	RBKS	27861412	27861546	27869771	27870890	-
chr2	AC092164.1	28731665	28731737	28731910	28731983	-
chr2	GALNT14	30992837	30993007	31114742	31114827	-
chr2	GALNT14	31125153	31125253	31132629	31132712	-
chr2	ATL2	38343267	38343512	38354066	38354177	-
chr2	ATL2	38354066	38354177	38358442	38358688	-
chr2	LINC02613	38424421	38424469	38456318	38456390	-
chr2	SLC8A1	40175260	40175281	40177751	40177855	-
chr2	LINC01819	43032733	43032902	43033229	43033526	-
chr2	LINC01819	43032733	43032902	43033229	43033409	-
chr2	THADA	43428099	43428231	43485233	43485325	-
chr2	PREPL	44332458	44332656	44338350	44338536	-
chr2	LINC01820	46393112	46393194	46393222	46393345	-
chr2	PIGF	46588074	46588179	46591802	46591925	-
chr2	MCFD2	46910779	46910873	46912542	46912658	-
chr2	PSME4	53869375	53869538	53874338	53874494	-
chr2	CCDC88A	55303068	55303152	55308808	55309023	-
chr2	CCDC88A	55300252	55300339	55300956	55300996	-
chr2	CCDC88A	55349517	55349599	55355578	55355751	-
chr2	CCDC88A	55355578	55355751	55362307	55362448	-
chr2	EFEMP1	55922609	55922747	55922898	55922939	-
chr2	AC007179.2	59249488	59249693	59384623	59384793	-
chr2	AC007179.2	59240992	59241103	59249488	59249693	-
chr2	AC007179.2	59240289	59240341	59240920	59241103	-
chr2	AC007179.2	59240289	59240341	59240992	59241103	-
chr2	AC007179.2	59240992	59241103	59249488	59249693	-
chr2	AC007179.2	59240920	59241103	59249488	59249693	-
chr2	BCL11A	60478163	60478239	60508605	60508824	-
chr2	XPO1	61534422	61534518	61537561	61537587	-
chr2	AC092155.1	62625126	62625220	62629352	62629476	-
chr2	AC092155.1	62624952	62625011	62629352	62629460	-
chr2	AC092155.1	62625126	62625220	62629352	62629460	-
chr2	AC092155.1	62613605	62613702	62624952	62625011	-
chr2	AC092155.1	62624952	62625011	62625126	62625220	-
chr2	AC092155.1	62625126	62625220	62629352	62629460	-
chr2	AC092155.1	62625126	62625220	62629352	62629444	-
chr2	AC092155.1	62624952	62625011	62625126	62625220	-
chr2	AC092155.1	62613605	62613702	62625126	62625220	-
chr2	AC092155.1	62624952	62625011	62629352	62629476	-
chr2	AC092155.1	62625126	62625220	62629352	62629476	-
chr2	LGALSL-DT	64420227	64420300	64439902	64439974	-
chr2	RAB1A	65088938	65089070	65097970	65098066	-
chr2	PCBP1-AS1	69988445	69988505	69988741	69988838	-
chr2	PCBP1-AS1	70018014	70018131	70032132	70032255	-
chr2	PCBP1-AS1	70011654	70011752	70032132	70032255	-
chr2	PCBP1-AS1	70003045	70003315	70032132	70032255	-
chr2	PCBP1-AS1	69997912	69998134	70032132	70032255	-
chr2	PCBP1-AS1	70077300	70077381	70081369	70081490	-
chr2	PCBP1-AS1	69964230	69964427	69988445	69988505	-
chr2	PCBP1-AS1	69975558	69975635	69988445	69988505	-
chr2	PCBP1-AS1	69964368	69964427	69988445	69988505	-
chr2	PCBP1-AS1	70055713	70055910	70059642	70059680	-
chr2	PCBP1-AS1	70055655	70055910	70059642	70059680	-
chr2	PCBP1-AS1	69975558	69975635	69988741	69988838	-
chr2	PCBP1-AS1	69968398	69968520	69988741	69988838	-
chr2	PCBP1-AS1	69964230	69964427	69988741	69988838	-
chr2	PCBP1-AS1	69988445	69988505	69988741	69988838	-
chr2	PCBP1-AS1	70018014	70018131	70051202	70051305	-
chr2	PCBP1-AS1	69968398	69968520	69975558	69975635	-
chr2	PCBP1-AS1	69964230	69964427	69975558	69975635	-
chr2	PCBP1-AS1	69964230	69964427	69975558	69975635	-
chr2	PCBP1-AS1	69964368	69964427	69975558	69975635	-
chr2	PCBP1-AS1	69988445	69988505	69988741	69988838	-
chr2	PCBP1-AS1	69964230	69964427	69968398	69968520	-
chr2	PCBP1-AS1	70011654	70011752	70018014	70018131	-
chr2	PCBP1-AS1	70003045	70003315	70018014	70018131	-
chr2	PCBP1-AS1	69997912	69998134	70018014	70018131	-
chr2	PCBP1-AS1	69964230	69964427	69996685	69996888	-
chr2	PCBP1-AS1	69975558	69975635	69996685	69996888	-
chr2	PCBP1-AS1	69996685	69996888	70018014	70018131	-
chr2	PCBP1-AS1	69975558	69975635	69988445	69988505	-
chr2	PCBP1-AS1	69968398	69968520	69988445	69988505	-
chr2	PCBP1-AS1	69964230	69964427	69988445	69988505	-
chr2	PCBP1-AS1	70059642	70059680	70083506	70083687	-
chr2	PCBP1-AS1	70055713	70055910	70083506	70083687	-
chr2	PCBP1-AS1	70077300	70077381	70083506	70083687	-
chr2	PCBP1-AS1	70055655	70055910	70083506	70083687	-
chr2	PCBP1-AS1	69996685	69996888	70018014	70018131	-
chr2	PCBP1-AS1	70011654	70011718	70015447	70015580	-
chr2	PCBP1-AS1	70011654	70011834	70015447	70015580	-
chr2	PCBP1-AS1	69964230	69964427	69975558	69975635	-
chr2	PCBP1-AS1	70059642	70059680	70083537	70083687	-
chr2	PCBP1-AS1	70055713	70055910	70083537	70083687	-
chr2	PCBP1-AS1	70051202	70051305	70055713	70055910	-
chr2	PCBP1-AS1	70003045	70003315	70011654	70011752	-
chr2	PCBP1-AS1	69997912	69998134	70011654	70011752	-
chr2	PCBP1-AS1	70018014	70018131	70051202	70051305	-
chr2	PCBP1-AS1	69964230	69964427	69996857	69996888	-
chr2	PCBP1-AS1	69975558	69975635	69996857	69996888	-
chr2	PCBP1-AS1	70059642	70059680	70083537	70083687	-
chr2	PCBP1-AS1	70055713	70055910	70083537	70083687	-
chr2	PCBP1-AS1	70077300	70077381	70083537	70083687	-
chr2	PCBP1-AS1	70055655	70055910	70083537	70083687	-
chr2	PCBP1-AS1	70053730	70053792	70055655	70055910	-
chr2	PCBP1-AS1	69996685	69996888	70051202	70051305	-
chr2	PCBP1-AS1	69997912	69998134	70003045	70003315	-
chr2	PCBP1-AS1	70055713	70055910	70059642	70059680	-
chr2	PCBP1-AS1	69964368	69964427	69975558	69975635	-
chr2	PCBP1-AS1	70018014	70018131	70051202	70051305	-
chr2	PCBP1-AS1	70055713	70055910	70077300	70077381	-
chr2	PCBP1-AS1	70059642	70059680	70077300	70077381	-
chr2	PCBP1-AS1	70059642	70059680	70077300	70077381	-
chr2	PCBP1-AS1	69996685	69996888	70032132	70032255	-
chr2	PCBP1-AS1	70059642	70059680	70077300	70077381	-
chr2	PCBP1-AS1	70055713	70055910	70077300	70077381	-
chr2	PCBP1-AS1	70055655	70055910	70077300	70077381	-
chr2	PCBP1-AS1	70053730	70053792	70059642	70059680	-
chr2	PCBP1-AS1	70053730	70053815	70059642	70059680	-
chr2	PCBP1-AS1	70059642	70059680	70083506	70083687	-
chr2	PCBP1-AS1	70077300	70077381	70083506	70083687	-
chr2	PCBP1-AS1	70051202	70051305	70077300	70077381	-
chr2	PCBP1-AS1	70053730	70053792	70055713	70055910	-
chr2	PCBP1-AS1	70055655	70055910	70059642	70059680	-
chr2	PCBP1-AS1	70055713	70055910	70059642	70059680	-
chr2	PCBP1-AS1	70053730	70053792	70077300	70077381	-
chr2	PCBP1-AS1	70059642	70059680	70077300	70077381	-
chr2	PCBP1-AS1	70053730	70053815	70077300	70077381	-
chr2	PCBP1-AS1	70055713	70055910	70059642	70059680	-
chr2	PCBP1-AS1	70059642	70059680	70077300	70077381	-
chr2	SFXN5	72961130	72961248	72968447	72968533	-
chr2	SLC4A5	74222867	74222952	74224839	74224995	-
chr2	DCTN1	74378904	74378972	74390582	74390728	-
chr2	MOGS	74463189	74463331	74463379	74463386	-
chr2	MOGS	74464495	74464722	74464895	74464987	-
chr2	AC008067.1	80579384	80579483	80605160	80605307	-
chr2	ST3GAL5	85852859	85853091	85858133	85858247	-
chr2	ST3GAL5	85852859	85853099	85858133	85858247	-
chr2	ST3GAL5	85852859	85853000	85858133	85858247	-
chr2	ST3GAL5	85861180	85861292	85863361	85863485	-
chr2	ST3GAL5	85870071	85870258	85875414	85875545	-
chr2	ST3GAL5	85847860	85848204	85861180	85861292	-
chr2	IMMT	86170748	86170841	86171207	86171312	-
chr2	CD8A	86789322	86789433	86789639	86789750	-
chr2	ANKRD36C	95918013	95918042	95919891	95919920	-
chr2	KANSL3	96619358	96619544	96636920	96637185	-
chr2	LMAN2L	96713106	96713139	96733518	96733601	-
chr2	AC092683.1	97423801	97423918	97426842	97427127	-
chr2	TSGA10	99020279	99020482	99035229	99035439	-
chr2	AFF3	100105503	100105583	100129223	100129306	-
chr2	CHST10	100416222	100416525	100416722	100417070	-
chr2	MRPS9-AS1	105098601	105098668	105099247	105099300	-
chr2	SEPTIN10	109585125	109585321	109593050	109593119	-
chr2	SEPTIN10	109574580	109574767	109593046	109593119	-
chr2	SEPTIN10	109574580	109574767	109593050	109593119	-
chr2	MIR4435-2HG	111164903	111165600	111239801	111239996	-
chr2	MIR4435-2HG	111233627	111233739	111248147	111248241	-
chr2	MIR4435-2HG	111207719	111208661	111248147	111248241	-
chr2	MIR4435-2HG	111207719	111208661	111233627	111233739	-
chr2	MIR4435-2HG	111239801	111239996	111248147	111248241	-
chr2	MIR4435-2HG	111447211	111447349	111479906	111480061	-
chr2	MIR4435-2HG	111377622	111377917	111479906	111480061	-
chr2	MIR4435-2HG	111248147	111248241	111274706	111274861	-
chr2	MIR4435-2HG	111248147	111248241	111344060	111344237	-
chr2	MIR4435-2HG	111208755	111208936	111233627	111233739	-
chr2	MIR4435-2HG	111208755	111208977	111233627	111233739	-
chr2	MIR4435-2HG	111233627	111233739	111248147	111248241	-
chr2	MIR4435-2HG	111208755	111208936	111248147	111248241	-
chr2	MIR4435-2HG	111208755	111208977	111248147	111248241	-
chr2	MIR4435-2HG	111208755	111208936	111233627	111233739	-
chr2	MIR4435-2HG	111208755	111208977	111233627	111233739	-
chr2	MIR4435-2HG	111208755	111208936	111239801	111239996	-
chr2	MIR4435-2HG	111233627	111233739	111239801	111239996	-
chr2	MIR4435-2HG	111208755	111208977	111239801	111239996	-
chr2	MIR4435-2HG	111233627	111233739	111330214	111330554	-
chr2	MIR4435-2HG	111248147	111248241	111330214	111330554	-
chr2	MIR4435-2HG	111208755	111208936	111330214	111330554	-
chr2	MIR4435-2HG	111208755	111208977	111330214	111330554	-
chr2	MIR4435-2HG	111377622	111377917	111447211	111447349	-
chr2	MIR4435-2HG	111350607	111350761	111365560	111365662	-
chr2	MIR4435-2HG	111447211	111447349	111469786	111469987	-
chr2	MIR4435-2HG	111471988	111472097	111479906	111480061	-
chr2	MIR4435-2HG	111469786	111469987	111477335	111477481	-
chr2	MIR4435-2HG	111447211	111447349	111477335	111477481	-
chr2	MIR4435-2HG	111477335	111477481	111494556	111494778	-
chr2	MIR4435-2HG	111469602	111469987	111494556	111494778	-
chr2	MIR4435-2HG	111469602	111469987	111477335	111477481	-
chr2	DPP10-AS1	115131826	115131924	115135636	115136161	-
chr2	CLASP1	121444938	121444962	121445448	121445496	-
chr2	BIN1	127052254	127052362	127057472	127057601	-
chr2	ERCC3	127280897	127280972	127284170	127284289	-
chr2	NEB	151533441	151533546	151534214	151534319	-
chr2	NEB	151506908	151507013	151508004	151508109	-
chr2	CACNB4	151962844	151962911	151971544	151971704	-
chr2	CACNB4	151860710	151860820	151870530	151870611	-
chr2	CACNB4	151855223	151855375	151870841	151870861	-
chr2	CACNB4	151870530	151870611	151870841	151870861	-
chr2	CACNB4	151870530	151870611	151870841	151870861	-
chr2	CACNB4	151841902	151842088	151853447	151853543	-
